Name,Class,Role,Tier,Score,Trend,Win %,Role %,Pick %,KDA,Ban %,Fighter,Mage,Assassin,Marksman,Tank,Support
Diana,Fighter,MID,4,50.12,3.2,0.5342,0.1536,0.0171,2.14,0.1283,1,0,0,0,0,0
Dr. Mundo,Marksman,TOP,3,45.19,-0.5,0.5058,0.8495,0.0219,2.05,0.0154,0,0,0,1,0,0
Draven,Fighter,ADC,3,43.79,1.46,0.5039,0.9427,0.0568,2.05,0.105,1,0,0,0,0,0
Ekko,Assassin,JUNGLE,4,57.5,0.06,0.5056,0.6579,0.0551,2.68,0.0399,0,0,1,0,0,0
Ekko,Assassin,MID,3,45.15,-2.98,0.492,0.3191,0.0267,2.17,0.0399,0,0,1,0,0,0
Elise,Mage,JUNGLE,2,35.61,-8.15,0.4996,0.9141,0.0179,2.52,0.0094,0,1,0,0,0,0
Evelynn,Assassin,JUNGLE,3,44.94,-0.63,0.4925,0.9828,0.0351,2.78,0.0621,0,0,1,0,0,0
Ezreal,Marksman,ADC,5,75.07,9.42,0.4893,0.9523,0.1578,2.3,0.0363,0,0,0,1,0,0
Fiddlesticks,Mage,JUNGLE,3,41.31,-4.5,0.5004,0.9055,0.0275,2.61,0.0195,0,1,0,0,0,0
Fiora,Fighter,TOP,6,77.37,3.69,0.508,0.9702,0.0654,1.7,0.1449,1,0,0,0,0,0
Fizz,Assassin,MID,4,55.23,-0.13,0.5214,0.9413,0.0382,2.39,0.0548,0,0,1,0,0,0
Galio,Tank,MID,4,49.52,-1.74,0.5193,0.6358,0.0187,2.6,0.0041,0,0,0,0,1,0
Galio,Tank,SUPPORT,2,33.6,-0.41,0.4823,0.349,0.0101,2.21,0.0042,0,0,0,0,1,0
Gangplank,Fighter,TOP,6,84.26,24.04,0.4756,0.8626,0.0867,1.93,0.1058,1,0,0,0,0,0
Gangplank,Fighter,MID,3,40.99,5.18,0.4904,0.1258,0.0138,2.13,0.1058,1,0,0,0,0,0
Garen,Fighter,TOP,5,72.94,4.4,0.5111,0.8532,0.0634,1.97,0.0336,1,0,0,0,0,0
Gnar,Fighter,TOP,3,45.91,-7.32,0.4758,0.9586,0.037,1.81,0.0089,1,0,0,0,0,0
Gragas,Fighter,MID,3,43.05,2.41,0.5124,0.1125,0.0042,2.41,0.0039,1,0,0,0,0,0
Gragas,Fighter,TOP,2,36.88,-3.78,0.4709,0.5562,0.0221,2.01,0.0044,1,0,0,0,0,0
Gragas,Fighter,SUPPORT,1,29.65,1.62,0.4736,0.1181,0.004,2.21,0.0044,1,0,0,0,0,0
Gragas,Fighter,JUNGLE,1,27.75,-8.42,0.4858,0.208,0.0071,2.69,0.0044,1,0,0,0,0,0
Graves,Marksman,JUNGLE,6,77.19,14.69,0.5041,0.7015,0.0901,2.57,0.085,0,0,0,1,0,0
Graves,Marksman,TOP,4,48.9,2.02,0.5049,0.2354,0.0297,1.69,0.085,0,0,0,1,0,0
Gwen,Fighter,TOP,3,43.94,11.02,0.4875,0.7585,0.0303,1.73,0.0164,1,0,0,0,0,0
Gwen,Fighter,JUNGLE,1,29.67,2.51,0.5021,0.2007,0.0073,2.32,0.0164,1,0,0,0,0,0
Hecarim,Fighter,JUNGLE,3,40.36,-9.61,0.4734,0.9799,0.0376,2.68,0.0527,1,0,0,0,0,0
Heimerdinger,Mage,MID,3,40.85,-3.33,0.5079,0.3887,0.0086,1.87,0.0099,0,1,0,0,0,0
Heimerdinger,Mage,SUPPORT,2,35.38,0.81,0.5122,0.1194,0.0022,1.86,0.0099,0,1,0,0,0,0
Heimerdinger,Mage,ADC,2,31.56,-5.91,0.5345,0.1936,0.003,2.09,0.0092,0,1,0,0,0,0
Heimerdinger,Mage,TOP,1,30.55,-1.21,0.4995,0.3305,0.0069,1.55,0.0099,0,1,0,0,0,0
Illaoi,Fighter,TOP,4,47.46,-0.44,0.51,0.9358,0.0305,1.38,0.0457,1,0,0,0,0,0
Irelia,Fighter,TOP,6,80.08,-0.19,0.4963,0.554,0.0669,1.58,0.2333,1,0,0,0,0,0
Irelia,Fighter,MID,4,55.75,-0.42,0.4979,0.4286,0.052,1.75,0.2333,1,0,0,0,0,0
Ivern,Support,JUNGLE,2,36.15,-2.95,0.4959,0.7623,0.0109,3.27,0.004,0,0,0,0,0,1
Ivern,Support,SUPPORT,1,23.18,-3.66,0.4427,0.1304,0.0018,2.35,0.0037,0,0,0,0,0,1
Janna,Support,SUPPORT,4,57.48,-4.49,0.5176,0.9766,0.046,3.06,0.0158,0,0,0,0,0,1
Jarvan IV,Tank,JUNGLE,4,51.86,2.07,0.4984,0.9219,0.0418,3.24,0.0057,0,0,0,0,1,0
Jax,Fighter,TOP,6,77.92,1.45,0.5133,0.838,0.0691,1.6,0.1028,1,0,0,0,0,0
Jax,Fighter,JUNGLE,1,24.03,-18.32,0.4771,0.1411,0.0117,2.07,0.0965,1,0,0,0,0,0
Jayce,Fighter,TOP,3,41.75,-14.43,0.4698,0.8101,0.0343,1.65,0.0105,1,0,0,0,0,0
Jayce,Fighter,MID,3,38.8,-1.58,0.4953,0.1688,0.0068,2.02,0.0105,1,0,0,0,0,0
Jhin,Marksman,ADC,5,75.03,1.92,0.5019,0.9761,0.1368,2.79,0.0356,0,0,0,1,0,0
Jinx,Marksman,ADC,6,93.32,0.24,0.5073,0.9875,0.1923,2.26,0.0683,0,0,0,1,0,0
Kai'Sa,Marksman,ADC,5,67.52,0.25,0.4911,0.7622,0.1294,2.35,0.0616,0,0,0,1,0,0
Kai'Sa,Marksman,MID,3,44.53,-7.25,0.469,0.2221,0.0384,2.11,0.0616,0,0,0,1,0,0
Kalista,Marksman,ADC,1,27.35,-3.61,0.4802,0.8909,0.028,2.2,0.0062,0,0,0,1,0,0
Karma,Mage,SUPPORT,5,66.82,0.32,0.4898,0.8475,0.0888,2.67,0.0559,0,1,0,0,0,0
Karthus,Mage,JUNGLE,4,47.07,9.47,0.4888,0.7255,0.0422,2.49,0.0857,0,1,0,0,0,0
Karthus,Mage,ADC,2,33.63,-6.29,0.5284,0.1457,0.01,2.18,0.0857,0,1,0,0,0,0
Kassadin,Assassin,MID,4,48.67,-4.62,0.4979,0.9605,0.0314,2.27,0.0837,0,0,1,0,0,0
Katarina,Assassin,MID,5,67.24,2.25,0.4898,0.9376,0.0935,2.17,0.1065,0,0,1,0,0,0
Kayle,Fighter,TOP,5,60.23,0.88,0.5288,0.7695,0.0402,1.8,0.0175,1,0,0,0,0,0
Kayle,Fighter,MID,4,49.44,5.8,0.5431,0.199,0.0102,2.22,0.0175,1,0,0,0,0,0
Kayn,Fighter,JUNGLE,6,84.63,16.98,0.5038,0.9673,0.104,2.35,0.122,1,0,0,0,0,0
Kennen,Mage,MID,3,44.66,-1.7,0.5229,0.1699,0.0042,2.36,0.0066,0,1,0,0,0,0
Kennen,Mage,TOP,3,41.22,1.99,0.4976,0.7904,0.0201,1.94,0.0066,0,1,0,0,0,0
Kha'Zix,Assassin,JUNGLE,5,72.24,10.43,0.5077,0.9829,0.0814,2.52,0.0797,0,0,1,0,0,0
Kindred,Marksman,JUNGLE,4,49.22,0.04,0.5137,0.9208,0.0408,2.22,0.0353,0,0,0,1,0,0
Kled,Fighter,MID,4,50.8,0,0.5512,0.1042,0.0016,2.72,0.0086,1,0,0,0,0,0
Kled,Fighter,TOP,3,39.2,-3.95,0.4941,0.8534,0.0149,2.22,0.0082,1,0,0,0,0,0
Kog'Maw,Marksman,ADC,2,34.43,-0.21,0.5201,0.8689,0.0191,2.22,0.0041,0,0,0,1,0,0
LeBlanc,Assassin,MID,4,50.16,-3.99,0.4717,0.9335,0.0455,2.6,0.0816,0,0,1,0,0,0
Lee Sin,Fighter,JUNGLE,6,88.78,-1.18,0.4647,0.9351,0.1258,2.55,0.1287,1,0,0,0,0,0
Leona,Tank,SUPPORT,4,58.72,-0.58,0.4901,0.9834,0.0698,2.29,0.094,0,0,0,0,1,0
Lillia,Fighter,JUNGLE,4,57.86,16.76,0.52,0.816,0.0487,2.74,0.0167,1,0,0,0,0,0
Lillia,Fighter,TOP,3,39.56,-0.27,0.5183,0.1427,0.0085,2.05,0.0167,1,0,0,0,0,0
Lissandra,Mage,MID,4,47.03,-1.47,0.5028,0.9068,0.0248,2.33,0.0076,0,1,0,0,0,0
Lucian,Marksman,ADC,6,81.67,11.82,0.5185,0.8531,0.1471,2.32,0.0854,0,0,0,1,0,0
Lulu,Support,SUPPORT,6,78.24,-2.88,0.499,0.9517,0.096,2.94,0.1805,0,0,0,0,0,1
Lux,Mage,SUPPORT,6,77.2,-2.51,0.4888,0.6454,0.1105,2.36,0.1107,0,1,0,0,0,0
Lux,Mage,MID,5,61.11,0.26,0.5145,0.3184,0.0509,2.76,0.1107,0,1,0,0,0,0
Malphite,Tank,TOP,5,62.72,-3.32,0.5135,0.7148,0.0426,2.32,0.0419,0,0,0,0,1,0
Malphite,Tank,MID,3,44.66,8.49,0.5152,0.1253,0.007,2.44,0.0419,0,0,0,0,1,0
Malphite,Tank,SUPPORT,1,29.71,-0.91,0.47,0.1278,0.008,2.06,0.0423,0,0,0,0,1,0
Malzahar,Mage,MID,4,53.53,1.38,0.5341,0.9022,0.0299,2.16,0.0332,0,1,0,0,0,0
Maokai,Tank,SUPPORT,2,36.22,-4.83,0.4934,0.7366,0.0127,2.1,0.0015,0,0,0,0,1,0
Maokai,Tank,TOP,2,31.3,-2.55,0.4966,0.1902,0.0034,2.05,0.0016,0,0,0,0,1,0
Master Yi,Assassin,JUNGLE,5,76.51,12.56,0.515,0.9217,0.0738,1.96,0.193,0,0,1,0,0,0
Miss Fortune,Marksman,ADC,6,79.12,6.7,0.507,0.9374,0.1561,2.26,0.0405,0,0,0,1,0,0
Mordekaiser,Fighter,TOP,5,69.31,-0.28,0.5032,0.8213,0.0595,1.79,0.0709,1,0,0,0,0,0
Mordekaiser,Fighter,JUNGLE,2,33.72,-8.22,0.5153,0.1114,0.0087,2.25,0.0768,1,0,0,0,0,0
Morgana,Mage,SUPPORT,5,70.5,0.69,0.4952,0.8789,0.074,2.45,0.2617,0,1,0,0,0,0
Nami,Support,SUPPORT,6,84.32,5.65,0.5258,0.9941,0.1136,3.22,0.0292,0,0,0,0,0,1
Nasus,Fighter,TOP,4,54.98,-0.99,0.5063,0.7507,0.0387,1.82,0.0383,1,0,0,0,0,0
Nautilus,Tank,SUPPORT,6,84.06,0.14,0.5074,0.9773,0.1156,2.35,0.1634,0,0,0,0,1,0
Neeko,Mage,MID,4,49.27,0.37,0.5218,0.4947,0.0216,2.28,0.0067,0,1,0,0,0,0
Neeko,Mage,SUPPORT,2,37.88,1.93,0.5095,0.2,0.0089,2.03,0.007,0,1,0,0,0,0
Neeko,Mage,TOP,1,30.81,0,0.4938,0.2149,0.0068,1.77,0.0067,0,1,0,0,0,0
Nidalee,Assassin,JUNGLE,4,54.57,1.8,0.4907,0.8952,0.0537,2.83,0.0458,0,0,1,0,0,0
Nocturne,Assassin,JUNGLE,5,67.01,5.78,0.527,0.9439,0.0613,2.7,0.0543,0,0,1,0,0,0
Nunu,Tank,JUNGLE,3,45.42,-1.62,0.5055,0.8777,0.0307,2.79,0.0152,0,0,0,0,1,0
Olaf,Fighter,JUNGLE,1,23.55,-14.06,0.4715,0.8106,0.013,2.19,0.0077,1,0,0,0,0,0
Olaf,Fighter,TOP,1,12.18,-8.19,0.4327,0.1913,0.0032,1.45,0.0084,1,0,0,0,0,0
Orianna,Mage,MID,3,44.24,-1.91,0.4842,0.9209,0.0242,2.48,0.0018,0,1,0,0,0,0
Ornn,Tank,TOP,5,64.57,7.19,0.5217,0.9291,0.0449,2.25,0.0072,0,0,0,0,1,0
Pantheon,Fighter,MID,4,47.22,2.08,0.5199,0.2674,0.0167,2.23,0.0156,1,0,0,0,0,0
Pantheon,Fighter,TOP,3,39.6,4.88,0.5038,0.2187,0.0137,2.07,0.0156,1,0,0,0,0,0
Pantheon,Fighter,SUPPORT,2,34.35,2.78,0.4621,0.4424,0.0281,1.9,0.0156,1,0,0,0,0,0
Poppy,Tank,TOP,3,40.62,-1.63,0.5115,0.3288,0.0123,2.08,0.0169,0,0,0,0,1,0
Poppy,Tank,JUNGLE,2,36.33,-9.59,0.4936,0.5817,0.0221,2.55,0.0169,0,0,0,0,1,0
Pyke,Support,SUPPORT,6,88.94,1.6,0.4967,0.8445,0.1255,2.17,0.2223,0,0,0,0,0,1
Pyke,Support,MID,4,52.49,-1.35,0.5247,0.119,0.0177,2.76,0.2223,0,0,0,0,0,1
Qiyana,Assassin,MID,4,50.4,0.04,0.4934,0.686,0.0441,2.02,0.0624,0,0,1,0,0,0
Qiyana,Assassin,JUNGLE,2,31.67,-3.57,0.4886,0.268,0.0167,2.36,0.0624,0,0,1,0,0,0
Quinn,Marksman,TOP,3,40.9,-2.81,0.505,0.8144,0.0181,1.83,0.0099,0,0,0,1,0,0
Rakan,Support,SUPPORT,4,56.54,2.9,0.4975,0.9831,0.0585,2.86,0.0036,0,0,0,0,0,1
Rammus,Tank,JUNGLE,4,46.56,-9.14,0.5127,0.9507,0.027,2.9,0.0452,0,0,0,0,1,0
Rek'Sai,Fighter,JUNGLE,4,47.57,-0.76,0.5105,0.9615,0.0344,2.48,0.0652,1,0,0,0,0,0
Rell,Tank,SUPPORT,3,42.91,2.09,0.5163,0.9827,0.0144,2.4,0.0027,0,0,0,0,1,0
Renata Glasc,Support,SUPPORT,5,73.49,-2.11,0.53,0.9886,0.0795,2.83,0.0966,0,0,0,0,0,1
Renekton,Fighter,TOP,3,41.14,-1.23,0.475,0.8352,0.0301,1.73,0.0234,1,0,0,0,0,0
Renekton,Fighter,MID,3,38.7,1.13,0.4975,0.1457,0.0049,2.03,0.0234,1,0,0,0,0,0
Rengar,Assassin,JUNGLE,5,70.59,5.71,0.4995,0.8018,0.0756,2.21,0.1902,0,0,1,0,0,0
Rengar,Assassin,TOP,3,39.59,-5.28,0.4951,0.1665,0.0161,1.8,0.1902,0,0,1,0,0,0
Riven,Fighter,TOP,5,72.02,3.09,0.5107,0.8941,0.062,1.9,0.0461,1,0,0,0,0,0
Rumble,Fighter,MID,4,49.07,3.44,0.5365,0.2749,0.0071,2.58,0.0038,1,0,0,0,0,0
Rumble,Fighter,TOP,2,34.84,0.78,0.4878,0.5485,0.0124,2.04,0.0038,1,0,0,0,0,0
Rumble,Fighter,JUNGLE,1,23.29,-10.18,0.4753,0.1446,0.0035,2.7,0.0038,1,0,0,0,0,0
Ryze,Mage,MID,2,31.47,-4.08,0.4353,0.8205,0.0202,1.92,0.0019,0,1,0,0,0,0
Ryze,Mage,TOP,1,15.94,-6.04,0.4418,0.149,0.0036,1.64,0.002,0,1,0,0,0,0
Samira,Marksman,ADC,5,71.09,8.5,0.5159,0.9751,0.1071,2.27,0.1888,0,0,0,1,0,0
Sejuani,Tank,JUNGLE,3,42.43,-6.6,0.5077,0.7568,0.0184,3.2,0.0025,0,0,0,0,1,0
Sejuani,Tank,TOP,2,37.37,-3.9,0.5123,0.1708,0.0037,2.36,0.0027,0,0,0,0,1,0
Senna,Marksman,SUPPORT,6,78.16,3.39,0.5164,0.9194,0.1071,2.58,0.0584,0,0,0,1,0,0
Seraphine,Mage,SUPPORT,3,42.31,-2.41,0.4785,0.6899,0.0352,2.36,0.009,0,1,0,0,0,0
Seraphine,Mage,MID,3,41.13,-0.73,0.4943,0.129,0.0061,2.55,0.0096,0,1,0,0,0,0
Seraphine,Mage,ADC,3,39.27,-2.29,0.5359,0.1827,0.0077,2.8,0.009,0,1,0,0,0,0
Sett,Fighter,TOP,5,75.84,-0.21,0.4904,0.8032,0.0741,1.7,0.077,1,0,0,0,0,0
Sett,Fighter,SUPPORT,1,30.42,-5.54,0.4747,0.1051,0.0082,1.97,0.077,1,0,0,0,0,0
Shaco,Assassin,JUNGLE,5,67.4,6.68,0.5051,0.8341,0.062,2.73,0.1824,0,0,1,0,0,0
Shaco,Assassin,SUPPORT,3,38.42,2.36,0.4994,0.1245,0.01,2.32,0.1918,0,0,1,0,0,0
Shen,Tank,TOP,5,65.82,-1.12,0.5169,0.8492,0.0414,2.86,0.0102,0,0,0,0,1,0
Shen,Tank,SUPPORT,2,32.68,0,0.4774,0.1079,0.0047,2.64,0.0103,0,0,0,0,1,0
Shyvana,Fighter,JUNGLE,4,50.52,-0.54,0.5277,0.8712,0.0289,2.84,0.0088,1,0,0,0,0,0
Shyvana,Fighter,TOP,2,33.11,-4.87,0.5046,0.1028,0.0034,2.05,0.0093,1,0,0,0,0,0
Singed,Tank,MID,4,48.35,1.94,0.5371,0.1469,0.0035,2.62,0.0038,0,0,0,0,1,0
Singed,Tank,TOP,2,36.99,-10.48,0.4892,0.702,0.0173,1.86,0.0043,0,0,0,0,1,0
Sion,Tank,TOP,5,76.77,18.07,0.4975,0.8387,0.0809,1.28,0.0488,0,0,0,0,1,0
Sivir,Marksman,ADC,3,39.55,0.6,0.5184,0.957,0.0308,2.42,0.0083,0,0,0,1,0,0
Skarner,Fighter,JUNGLE,2,35.43,-6.25,0.5145,0.7427,0.0066,2.75,0.0015,1,0,0,0,0,0
Skarner,Fighter,TOP,1,28.07,-2.63,0.4812,0.2157,0.0015,2.25,0.0015,1,0,0,0,0,0
Sona,Support,SUPPORT,4,54.78,-0.31,0.5266,0.9687,0.0359,2.88,0.0049,0,0,0,0,0,1
Soraka,Support,SUPPORT,5,74.66,2.2,0.5369,0.9282,0.0813,2.78,0.081,0,0,0,0,0,1
Swain,Mage,MID,3,45.24,0.15,0.5205,0.1524,0.0054,2.48,0.0148,0,1,0,0,0,0
Swain,Mage,SUPPORT,2,36.7,-8.56,0.4702,0.5827,0.0262,2.19,0.0137,0,1,0,0,0,0
Swain,Mage,ADC,1,30.56,-10.78,0.5084,0.1922,0.0048,2.68,0.0137,0,1,0,0,0,0
Sylas,Mage,MID,4,58.5,-3.17,0.4989,0.804,0.0678,2.09,0.0397,0,1,0,0,0,0
Sylas,Mage,TOP,2,34.33,-1.76,0.4975,0.1238,0.01,1.84,0.0397,0,1,0,0,0,0
Syndra,Mage,MID,3,42.39,-0.48,0.4762,0.8425,0.0293,2.08,0.0117,0,1,0,0,0,0
Tahm Kench,Support,TOP,3,46.44,-0.27,0.5095,0.5217,0.0187,2.37,0.0237,0,0,0,0,0,1
Tahm Kench,Support,SUPPORT,2,37.18,2.11,0.4955,0.3662,0.0102,2.38,0.0237,0,0,0,0,0,1
Taliyah,Mage,MID,3,41.61,2.21,0.5096,0.1408,0.0026,2.31,0.0017,0,1,0,0,0,0
Taliyah,Mage,SUPPORT,2,36.93,-2.02,0.5115,0.2144,0.0037,2.12,0.0017,0,1,0,0,0,0
Taliyah,Mage,JUNGLE,1,25.65,-11.89,0.4765,0.5841,0.0113,2.44,0.0018,0,1,0,0,0,0
Talon,Assassin,MID,4,48.53,-0.87,0.5114,0.4816,0.0278,2.1,0.0357,0,0,1,0,0,0
Talon,Assassin,JUNGLE,3,44.01,0.16,0.5066,0.4928,0.0302,2.52,0.0357,0,0,1,0,0,0
Taric,Support,SUPPORT,3,39.46,-2.64,0.4997,0.8787,0.0107,2.67,0.0013,0,0,0,0,0,1
Teemo,Marksman,TOP,5,62.33,-2.41,0.4987,0.7758,0.0497,1.69,0.0903,0,0,0,1,0,0
Thresh,Support,SUPPORT,4,53.2,-2.88,0.4575,0.9796,0.0769,2.39,0.0281,0,0,0,0,0,1
Tristana,Marksman,ADC,3,44.36,-0.29,0.5068,0.8703,0.057,2.22,0.0311,0,0,0,1,0,0
Tristana,Marksman,MID,2,37.52,0,0.4912,0.1013,0.0053,1.99,0.0311,0,0,0,1,0,0
Trundle,Fighter,JUNGLE,4,49.21,-0.29,0.5242,0.6596,0.0298,2.66,0.0259,1,0,0,0,0,0
Trundle,Fighter,TOP,2,36.33,-2.88,0.5054,0.287,0.0132,1.59,0.0259,1,0,0,0,0,0
Tryndamere,Fighter,TOP,4,52.54,-7.55,0.4847,0.8381,0.0394,1.71,0.1409,1,0,0,0,0,0
Twisted Fate,Mage,MID,3,41,-3.17,0.47,0.901,0.0278,2.13,0.0025,0,1,0,0,0,0
Twitch,Marksman,ADC,3,45.82,-3.2,0.5086,0.7823,0.0574,2.31,0.0464,0,0,0,1,0,0
Udyr,Fighter,JUNGLE,2,38.05,-5.27,0.5072,0.9225,0.0185,2.55,0.0057,1,0,0,0,0,0
Urgot,Fighter,TOP,4,55.85,-1.08,0.5295,0.9196,0.0309,1.97,0.02,1,0,0,0,0,0
Varus,Marksman,MID,1,28.28,0,0.4439,0.119,0.0037,1.94,0.0024,0,0,0,1,0,0
Varus,Marksman,ADC,1,25.47,-4.92,0.4767,0.8466,0.0241,2.24,0.0022,0,0,0,1,0,0
Vayne,Marksman,ADC,5,65.69,5.22,0.5177,0.8072,0.1007,2.08,0.1509,0,0,0,1,0,0
Vayne,Marksman,TOP,3,40.07,-2.05,0.4992,0.1692,0.0195,1.49,0.1509,0,0,0,1,0,0
Veigar,Mage,MID,5,65.16,-3.52,0.5168,0.7206,0.0722,2.28,0.0871,0,1,0,0,0,0
Veigar,Mage,ADC,3,40.96,-0.64,0.5396,0.1863,0.0182,2.4,0.0871,0,1,0,0,0,0
Vel'Koz,Mage,MID,3,45.1,3.65,0.5124,0.3584,0.0089,2.54,0.0047,0,1,0,0,0,0
Vel'Koz,Mage,SUPPORT,2,37.66,-4.87,0.4931,0.5797,0.016,2.17,0.0047,0,1,0,0,0,0
Vex,Mage,MID,5,61.18,-2.28,0.5001,0.908,0.0675,2.31,0.1036,0,1,0,0,0,0
Vi,Fighter,JUNGLE,4,52.62,1.47,0.5223,0.9378,0.0416,2.4,0.0152,1,0,0,0,0,0
Viego,Assassin,JUNGLE,6,81.99,11.83,0.492,0.9373,0.1069,2.38,0.0976,0,0,1,0,0,0
Viktor,Mage,MID,4,57.13,-3.24,0.5073,0.9168,0.0574,2.17,0.0323,0,1,0,0,0,0
Vladimir,Mage,MID,4,53.62,1.9,0.5114,0.7499,0.0403,2.29,0.0593,0,1,0,0,0,0
Vladimir,Mage,TOP,2,33.45,-3.55,0.4867,0.2266,0.0111,1.93,0.0593,0,1,0,0,0,0
Volibear,Fighter,JUNGLE,5,72.17,8.42,0.532,0.6642,0.0669,2.85,0.056,1,0,0,0,0,0
Volibear,Fighter,TOP,4,50.17,0.68,0.5007,0.3133,0.0344,1.69,0.056,1,0,0,0,0,0
Warwick,Fighter,JUNGLE,4,55.14,1.21,0.5162,0.751,0.0488,2.23,0.0511,1,0,0,0,0,0
Warwick,Fighter,TOP,2,36.43,-4.29,0.5039,0.21,0.0107,1.84,0.0557,1,0,0,0,0,0
Wukong,Fighter,TOP,5,59.64,19.77,0.5167,0.4299,0.0392,2.08,0.0444,1,0,0,0,0,0
Wukong,Fighter,JUNGLE,4,57.89,23.67,0.5223,0.5144,0.0458,2.76,0.0444,1,0,0,0,0,0
Xayah,Marksman,ADC,6,82.29,19.91,0.5135,0.9695,0.1453,2.32,0.107,0,0,0,1,0,0
Xerath,Mage,MID,4,47.32,-0.82,0.4921,0.3911,0.0226,2.86,0.0331,0,1,0,0,0,0
Xerath,Mage,SUPPORT,3,45.04,-1.19,0.4919,0.5443,0.0336,2.41,0.0331,0,1,0,0,0,0
Xin Zhao,Fighter,JUNGLE,2,37.59,-7.27,0.4859,0.9035,0.0329,2.23,0.0179,1,0,0,0,0,0
Yasuo,Fighter,MID,6,89.18,3.59,0.5145,0.6804,0.1239,1.78,0.2602,1,0,0,0,0,0
Yasuo,Fighter,TOP,4,51.35,5.32,0.5107,0.1458,0.0262,1.56,0.2602,1,0,0,0,0,0
Yasuo,Fighter,ADC,3,38.45,2.44,0.5197,0.1628,0.0271,2,0.2602,1,0,0,0,0,0
Yone,Assassin,MID,5,66.7,-1.67,0.4991,0.6061,0.0844,1.82,0.1749,0,0,1,0,0,0
Yone,Assassin,TOP,5,64.3,2.4,0.5129,0.3562,0.0453,1.66,0.1749,0,0,1,0,0,0
Yorick,Fighter,TOP,4,54.91,1.26,0.5394,0.9423,0.0301,1.55,0.036,1,0,0,0,0,0
Yuumi,Support,SUPPORT,6,91.14,-2.49,0.4921,0.9865,0.1057,4.03,0.2609,0,0,0,0,0,1
Zac,Tank,JUNGLE,4,58.35,-1.03,0.5151,0.8272,0.041,3.52,0.0338,0,0,0,0,1,0
Zed,Assassin,MID,6,78.88,-1.11,0.4965,0.6891,0.0882,2.2,0.3565,0,0,1,0,0,0
Zed,Assassin,JUNGLE,3,43.28,-0.91,0.4746,0.2698,0.0313,2.42,0.3565,0,0,1,0,0,0
Zeri,Marksman,ADC,1,30.87,-29.49,0.4525,0.9176,0.0551,2.08,0.1152,0,0,0,1,0,0
Ziggs,Mage,MID,3,43.69,1.31,0.5147,0.2819,0.0083,2.21,0.0048,0,1,0,0,0,0
Ziggs,Mage,ADC,2,34.54,-5.52,0.5166,0.6355,0.0182,2.38,0.0046,0,1,0,0,0,0
Zilean,Support,MID,4,54.7,1.59,0.5471,0.1915,0.0071,3.31,0.0222,0,0,0,0,0,1
Zilean,Support,SUPPORT,4,50.03,4.92,0.5154,0.7479,0.0267,3.01,0.0222,0,0,0,0,0,1
Zoe,Mage,MID,3,45.82,-2.44,0.4831,0.9111,0.0314,2.39,0.012,0,1,0,0,0,0
Zyra,Mage,SUPPORT,4,47.58,-0.03,0.5155,0.9046,0.0323,2.05,0.0204,0,1,0,0,0,0
Aatrox,Fighter,TOP,6,82.46,7.44,0.4968,0.9225,0.0789,1.88,0.0632,1,0,0,0,0,0
Ahri,Mage,MID,6,87.83,-4.51,0.5198,0.9427,0.1229,2.47,0.157,0,1,0,0,0,0
Akali,Assassin,MID,5,63.11,-2.97,0.4868,0.6549,0.0729,2.26,0.1667,0,0,1,0,0,0
Akali,Assassin,TOP,4,51.22,-1.29,0.4795,0.3357,0.0352,1.96,0.1667,0,0,1,0,0,0
Akshan,Marksman,MID,4,51.13,0.16,0.5099,0.5983,0.0316,2.13,0.1011,0,0,0,1,0,0
Akshan,Marksman,TOP,3,40.42,-1.49,0.5072,0.3023,0.0146,1.88,0.1011,0,0,0,1,0,0
Alistar,Tank,SUPPORT,4,47.11,-0.47,0.504,0.9563,0.0338,2.49,0.0082,0,0,0,0,1,0
Amumu,Tank,JUNGLE,2,35.83,5.36,0.4954,0.8101,0.0232,2.43,0.0099,0,0,0,0,1,0
Amumu,Tank,SUPPORT,1,31.54,4.65,0.4923,0.1495,0.003,1.97,0.0105,0,0,0,0,1,0
Anivia,Mage,MID,4,53.37,0.54,0.5274,0.7774,0.025,2.48,0.0257,0,1,0,0,0,0
Anivia,Mage,SUPPORT,1,26.06,-5.55,0.462,0.1484,0.004,2.06,0.026,0,1,0,0,0,0
Annie,Mage,MID,3,46.07,1.3,0.5088,0.8022,0.0173,2.21,0.0079,0,1,0,0,0,0
Annie,Mage,SUPPORT,2,34.41,5.77,0.506,0.1197,0.0023,2.04,0.0083,0,1,0,0,0,0
Aphelios,Marksman,ADC,2,32.65,3.8,0.4598,0.9728,0.0539,1.88,0.0106,0,0,0,1,0,0
Ashe,Marksman,ADC,4,49.01,0.78,0.5047,0.7914,0.0674,2.3,0.0108,0,0,0,1,0,0
Ashe,Marksman,SUPPORT,2,38.2,0.07,0.4972,0.1646,0.0138,2.38,0.0108,0,0,0,1,0,0
Aurelion Sol,Mage,MID,3,42.94,-2.35,0.5045,0.8481,0.0077,2.3,0.0032,0,1,0,0,0,0
Azir,Mage,MID,3,42.19,3.3,0.4915,0.8566,0.0176,2.06,0.0036,0,1,0,0,0,0
Bard,Support,SUPPORT,4,51.03,5.31,0.5086,0.9647,0.0367,2.91,0.0073,0,0,0,0,0,1
Blitzcrank,Tank,SUPPORT,5,63.59,-3.52,0.5033,0.9806,0.0685,2.38,0.1719,0,0,0,0,1,0
